# v1.1.3
# ./Infomap graphINT.txt . --clu --ftree --tree
# started at 2020-05-15 22:20:24
# completed in 1.06031 s
# partitioned into 3 levels with 209 top modules
# codelength 6.2394 bits
# relative codelength savings 26.7533%
# module level: 1
# node_id module flow
569 12 0.000548408
746 12 0.000533586
130 12 0.000503943
464 12 0.000385368
641 12 0.000385368
945 12 0.000385368
318 12 0.000192684
227 12 0.000118575
969 12 5.92874e-05
642 12 2.96437e-05
142 13 0.00342385
325 13 0.00324598
1023 13 0.00174898
141 13 0.00166005
797 13 0.00137843
64 13 0.00112646
326 13 0.000503943
413 13 0.000474299
1055 13 0.000340902
471 13 0.000266793
648 13 0.000237149
219 14 0.00166005
510 14 0.0014229
663 14 0.0011561
609 14 0.00105235
462 14 0.000993063
574 14 0.00096342
493 14 0.00088931
567 14 0.000785558
675 14 0.000785558
608 14 0.000741092
785 14 0.000652161
249 14 0.000637339
385 14 0.000607696
657 14 0.000592874
386 14 0.000578052
250 14 0.000340902
306 15 0.00213435
111 15 0.00206024
272 15 0.00194166
521 15 0.0016304
278 15 0.00152665
138 15 0.00109682
932 15 0.00102271
241 15 0.000533586
271 15 0.000459477
76 15 0.000370546
0 15 0.000222328
136 16 0.00235667
45 16 0.00155629
391 16 0.000874489
58 16 0.000859667
995 16 0.000785558
59 16 0.000755914
713 16 0.000518764
204 16 0.000518764
49 16 0.000489121
514 16 0.000489121
592 16 0.000474299
274 16 0.000355724
704 16 0.000326081
346 16 0.000281615
827 16 0.000281615
137 16 0.000281615
603 16 0.000251971
46 16 0.000192684
107 16 0.000148218
873 16 0.000133397
947 16 0.000103753
689 16 8.8931e-05
172 17 0.0024456
371 17 0.00238632
116 17 0.00158594
1009 17 0.00145254
927 17 0.00127468
115 17 0.00117093
237 17 0.000459477
238 17 0.000429833
97 18 0.00435762
19 18 0.00380921
812 18 0.000978242
1038 18 0.000415012
461 18 0.000355724
460 18 0.000340902
1101 18 0.000237149
673 18 0.000222328
508 18 0.000207506
776 18 0.000148218
617 19 0.00361653
644 19 0.00103753
701 19 0.000978242
531 19 0.000933776
730 19 0.000770736
453 19 0.000741092
638 19 0.000459477
928 19 0.000459477
597 19 0.00040019
558 19 0.000296437
388 19 0.000281615
659 19 0.000251971
379 19 0.000237149
744 19 0.000222328
345 19 0.000148218
986 19 0.000148218
991 19 7.41092e-05
922 19 1.48218e-05
26 20 0.0048171
296 20 0.00299401
774 20 0.000696627
167 20 0.00056323
27 20 0.000503943
885 20 0.000340902
283 20 0.000281615
599 20 0.000251971
511 20 0.000118575
151 20 8.8931e-05
12 21 0.00364617
225 21 0.0021047
131 21 0.00140807
336 21 0.00136361
322 21 0.000785558
870 21 0.000340902
871 21 0.000340902
94 22 0.00306812
55 22 0.00250489
538 22 0.00201577
702 22 0.00106717
276 22 0.000607696
917 22 0.000548408
1172 22 4.44655e-05
52 23 0.00721824
422 23 0.00125986
113 23 0.000103753
941 23 0.000103753
1118 23 8.8931e-05
808 23 7.41092e-05
646 23 5.92874e-05
838 23 5.92874e-05
942 23 5.92874e-05
1182 23 5.92874e-05
939 23 4.44655e-05
809 23 1.48218e-05
482 24 0.00186755
494 24 0.00185273
626 24 0.00152665
211 24 0.00137843
516 24 0.00123021
633 24 0.000711448
340 25 0.0033942
1116 25 0.00127468
732 25 0.00106717
100 25 0.00096342
481 25 0.00056323
164 25 0.000548408
380 25 0.000415012
251 26 0.00366099
273 26 0.00139325
607 26 0.0011561
92 26 0.00111164
534 26 0.000340902
533 26 0.000326081
337 27 0.00253453
639 27 0.00228256
979 27 0.00160076
640 27 0.000978242
669 27 0.000326081
857 27 0.000237149
485 28 0.00309776
938 28 0.00164522
613 28 0.00140807
33 28 0.00123021
165 29 0.00506907
908 29 0.00185273
660 30 0.00294955
882 30 0.00040019
1050 30 0.000370546
171 30 0.000326081
905 30 0.000266793
1072 30 0.000251971
1008 30 0.000237149
881 30 0.000222328
924 30 0.000207506
709 30 0.000192684
573 30 0.00016304
708 30 0.00016304
826 30 0.00016304
610 30 0.000133397
716 30 0.000133397
840 30 0.000133397
839 30 0.000118575
914 30 0.000103753
1146 30 0.000103753
915 30 5.92874e-05
1147 30 5.92874e-05
1178 30 5.92874e-05
78 31 0.00440209
320 31 0.00234185
123 32 0.00177862
168 32 0.00108199
342 32 0.000874489
53 32 0.000622517
230 32 0.000607696
1099 32 0.00040019
495 32 0.000370546
169 32 0.000296437
436 32 0.000207506
949 32 0.000148218
948 32 0.000103753
869 32 5.92874e-05
13 33 0.00237149
139 33 0.00226774
282 33 0.00121539
431 33 0.000266793
323 33 0.00016304
95 34 0.00154147
192 34 0.00140807
34 34 0.00134879
889 34 0.00106717
414 34 0.00088931
286 35 0.0017638
676 35 0.00154147
259 35 0.00109682
285 35 0.000815201
56 35 0.000459477
712 35 0.000311259
958 35 0.000148218
1145 35 5.92874e-05
265 36 0.000993063
96 36 0.000755914
769 36 0.000696627
266 36 0.000592874
1051 36 0.000518764
815 36 0.000459477
1035 36 0.000444655
86 36 0.000444655
321 36 0.000370546
532 36 0.000340902
863 36 0.000340902
1112 36 0.000207506
536 37 0.00219363
1087 37 0.00145254
655 37 0.00136361
1104 37 0.00112646
62 38 0.00222328
31 38 0.000415012
805 38 0.00040019
21 38 0.000281615
918 38 0.000251971
424 38 0.000237149
788 38 0.000237149
1074 38 0.000222328
32 38 0.000192684
465 38 0.000192684
1027 38 0.000177862
106 38 0.00016304
178 38 0.00016304
693 38 0.00016304
1092 38 0.000148218
406 38 0.000133397
1062 38 7.41092e-05
1183 38 5.92874e-05
149 39 0.00426869
804 39 0.00146736
313 40 0.00155629
63 40 0.00133397
499 40 0.000607696
354 40 0.000355724
1130 40 0.000281615
950 40 0.000237149
348 40 0.000222328
500 40 0.000177862
933 40 0.000177862
1094 40 0.000148218
1144 40 0.000148218
314 40 0.000133397
1175 40 4.44655e-05
1089 40 2.96437e-05
1128 40 1.48218e-05
1160 40 1.48218e-05
1166 40 1.48218e-05
316 41 0.00148218
290 41 0.000978242
156 41 0.00088931
589 41 0.000696627
438 41 0.000696627
783 41 0.000355724
1024 41 0.000326081
209 42 0.0027124
98 42 0.00148218
456 42 0.000607696
134 42 0.000444655
208 43 0.00134879
175 43 0.00088931
350 43 0.000859667
235 43 0.000622517
627 43 0.000533586
176 43 0.000385368
562 43 0.000326081
628 43 0.000222328
369 44 0.00349795
195 44 0.00167487
197 45 0.00256418
988 45 0.000622517
302 45 0.00056323
198 45 0.000429833
791 45 0.000326081
802 45 0.000237149
474 45 0.000207506
248 46 0.0021047
121 46 0.00125986
120 46 0.000681805
868 46 0.000444655
93 47 0.00117093
104 47 0.00096342
105 47 0.00088931
333 47 0.000592874
513 47 0.000281615
429 47 0.000251971
858 47 0.000103753
906 47 0.000103753
1065 47 0.000103753
581 48 0.0012895
360 48 0.0012895
954 48 0.000770736
798 48 0.000533586
148 48 0.000251971
679 48 0.000251971
288 49 0.0011561
339 49 0.000518764
818 49 0.000296437
819 49 5.92874e-05
287 49 0.000637339
880 49 0.000281615
338 49 0.000444655
671 49 0.000340902
1109 49 0.000133397
1126 49 0.000118575
1127 49 0.000118575
1165 49 8.8931e-05
377 50 0.00164522
848 50 0.000755914
853 50 0.000489121
403 50 0.000474299
292 50 0.000355724
334 50 0.000281615
587 50 0.000148218
129 51 0.00216399
206 51 0.000696627
180 51 0.000637339
207 51 0.000592874
173 52 0.000874489
618 52 0.000755914
174 52 0.000666983
74 52 0.000489121
975 52 0.000444655
77 52 0.000296437
75 52 0.000266793
1000 52 0.000192684
1001 52 0.000103753
750 53 0.00166005
1039 53 0.000918954
692 53 0.000340902
907 53 0.000340902
1036 53 0.000222328
459 53 0.00016304
943 53 7.41092e-05
919 53 1.48218e-05
440 54 0.00111164
307 54 0.00102271
210 54 0.000874489
876 54 0.000340902
308 54 0.000266793
60 55 0.00120057
170 55 0.000681805
257 55 0.000489121
1177 55 0.000444655
756 55 0.000340902
757 55 0.000296437
383 56 0.00111164
568 56 0.00105235
51 56 0.00100789
384 56 0.00016304
1093 56 5.92874e-05
126 57 0.0017638
703 57 0.00106717
189 57 0.000311259
584 57 0.00016304
260 58 0.00148218
652 58 0.000696627
258 58 0.000681805
261 58 0.000415012
442 59 0.00214917
443 59 0.00100789
1045 59 0.000103753
759 60 0.00146736
758 60 0.00134879
1138 60 0.000444655
80 61 0.00148218
218 61 0.00100789
420 61 0.000370546
419 61 0.000251971
745 62 0.00056323
315 62 0.000444655
417 62 0.000429833
84 62 0.00040019
416 62 0.00040019
253 62 0.000340902
535 62 0.000311259
672 62 0.00016304
1073 63 0.000355724
1069 63 0.000222328
1021 63 0.000148218
397 63 0.000237149
398 63 0.00016304
677 63 0.000237149
733 63 0.00016304
674 63 0.000237149
1029 63 0.00016304
620 63 0.000222328
621 63 0.00016304
300 63 0.000222328
200 63 0.000148218
349 64 0.000666983
228 64 0.000578052
229 64 0.000474299
886 64 0.000370546
358 64 0.000296437
387 64 0.000133397
363 65 0.00127468
364 65 0.00120057
888 66 0.00127468
793 66 0.000711448
825 66 0.000207506
1042 66 0.000207506
214 67 0.000859667
865 67 0.000459477
624 67 0.000355724
1019 67 0.000340902
1016 67 0.000192684
215 67 8.8931e-05
289 68 0.000978242
454 68 0.000385368
1043 68 0.000326081
830 68 0.000296437
1129 68 0.000222328
829 68 7.41092e-05
299 69 0.000503943
295 69 0.000385368
992 69 0.000355724
496 69 0.000355724
846 69 0.000251971
767 69 0.000192684
752 69 0.000177862
520 70 0.000830023
667 70 0.000652161
399 70 0.00040019
698 70 0.000251971
366 71 0.00125986
823 71 0.000237149
959 71 0.000222328
1155 71 0.000222328
515 71 8.8931e-05
177 72 0.00105235
415 72 0.00096342
184 73 0.00072627
1091 73 0.000429833
1150 73 0.000385368
185 73 0.000355724
245 74 0.000489121
556 74 0.000385368
470 74 0.000296437
555 74 0.000207506
1135 74 0.000148218
619 74 0.000133397
923 74 0.000103753
244 74 7.41092e-05
1044 74 2.96437e-05
343 75 0.000474299
647 75 0.000296437
451 75 0.000251971
484 75 0.000222328
661 75 0.000222328
450 75 0.000207506
1014 75 0.000177862
381 76 0.00106717
382 76 0.000251971
488 76 0.000222328
1032 76 0.000192684
952 76 7.41092e-05
378 77 0.00117093
725 77 0.000607696
434 78 0.000711448
875 78 0.000370546
435 78 7.41092e-05
1158 78 2.96437e-05
1071 78 1.48218e-05
1148 78 1.48218e-05
469 78 0.000177862
1108 78 0.000133397
1139 78 0.000118575
718 78 7.41092e-05
1174 78 5.92874e-05
108 79 0.000652161
706 79 0.000370546
578 79 0.000311259
705 79 0.000251971
579 79 0.000177862
446 80 0.000652161
711 80 0.000429833
293 80 0.000266793
742 80 0.000207506
957 80 0.000133397
294 80 5.92874e-05
353 81 0.000548408
771 81 0.000415012
772 81 0.000355724
365 81 0.000281615
194 82 0.000993063
990 82 0.000548408
319 83 0.00112646
926 83 0.00040019
335 84 0.000503943
944 84 0.000266793
770 84 0.000237149
810 84 0.000207506
1037 84 0.000192684
920 84 0.000118575
201 85 0.000518764
487 85 0.000415012
430 85 0.000281615
202 85 0.000266793
526 86 0.000904132
527 86 0.00056323
41 87 0.000681805
645 87 0.000385368
591 87 0.000281615
590 87 0.000103753
402 88 0.000993063
1152 88 0.000370546
1085 88 7.41092e-05
1096 89 0.000696627
1153 89 0.000681805
47 90 0.000429833
820 90 0.000281615
998 90 0.000237149
48 90 0.000207506
1097 90 0.000118575
522 90 0.000103753
301 91 0.000429833
255 91 0.00040019
256 91 0.000385368
1075 91 0.000148218
439 92 0.000770736
921 92 0.00056323
421 93 0.00072627
604 93 0.000251971
1125 93 0.000192684
1110 93 7.41092e-05
1136 93 7.41092e-05
551 94 0.000711448
351 94 0.000207506
1151 94 0.000207506
636 94 0.000118575
352 94 5.92874e-05
310 95 0.000785558
466 95 0.000518764
518 96 0.000815201
344 96 0.000489121
824 97 0.000696627
1149 97 0.000518764
595 98 0.000666983
729 98 0.000518764
1079 99 0.000311259
859 99 0.000266793
860 99 0.000251971
24 99 0.000177862
1095 99 0.000177862
374 100 0.000459477
795 100 0.000222328
879 100 0.000222328
1117 100 0.000118575
851 100 0.000103753
524 101 0.00040019
9 101 0.000355724
585 101 0.000355724
66 102 0.000622517
67 102 0.000237149
765 102 0.00016304
790 102 7.41092e-05
695 103 0.000370546
909 103 0.000326081
1068 103 0.000326081
1173 103 2.96437e-05
893 104 0.000355724
463 104 0.000296437
833 104 0.000133397
1154 104 5.92874e-05
1162 104 5.92874e-05
1184 104 5.92874e-05
1187 104 5.92874e-05
303 105 0.000340902
1060 105 0.000311259
799 105 0.000237149
1034 105 8.8931e-05
814 106 0.000637339
678 106 0.000311259
444 107 0.000474299
616 107 0.000444655
252 108 0.000578052
1025 108 0.000207506
1103 108 0.000103753
741 109 0.000489121
1180 109 0.000326081
1179 109 7.41092e-05
594 110 0.000251971
777 110 0.000237149
649 110 0.000207506
994 110 0.000177862
690 111 0.000370546
600 111 0.000222328
789 111 0.000148218
1084 111 0.000118575
297 112 0.000503943
1002 112 0.000355724
395 113 0.000474299
707 113 0.000355724
408 114 0.000340902
457 114 0.000266793
407 114 0.000207506
356 115 0.000429833
996 115 0.000177862
1163 115 0.000133397
884 115 7.41092e-05
666 116 0.000429833
1059 116 0.000370546
410 117 0.000474299
557 117 0.000311259
658 118 0.000518764
653 118 0.000251971
525 119 0.000237149
1004 119 0.000222328
813 119 0.000177862
940 119 0.000118575
150 120 0.000518764
682 120 0.000207506
930 121 0.000370546
473 121 0.000340902
978 122 0.000311259
687 122 0.000281615
1058 122 0.000118575
743 123 0.000355724
668 123 0.000340902
226 124 0.000340902
570 124 0.000326081
685 125 0.000237149
982 125 0.000207506
598 125 0.000148218
1176 125 7.41092e-05
931 126 0.000222328
850 126 0.000192684
817 126 0.000148218
816 126 8.8931e-05
118 127 0.000296437
119 127 0.000192684
1107 127 0.00016304
73 128 0.000444655
1124 128 0.000177862
498 129 0.000311259
497 129 0.000296437
634 130 0.000311259
997 130 0.000266793
699 131 0.000296437
57 131 0.000281615
418 132 0.000326081
987 132 0.000251971
254 133 0.000340902
841 133 0.000237149
872 134 0.000177862
786 134 0.00016304
836 134 0.000133397
835 134 8.8931e-05
794 135 0.000296437
740 135 0.000222328
734 136 0.000222328
735 136 0.000192684
849 136 0.000103753
807 137 0.000266793
512 137 0.000251971
892 138 0.000251971
324 138 0.000237149
479 139 0.000251971
478 139 0.000237149
509 140 0.00016304
974 140 0.000133397
1082 140 0.000118575
1081 140 7.41092e-05
736 141 0.000237149
1010 141 0.000148218
737 141 5.92874e-05
1161 141 2.96437e-05
89 142 0.000311259
654 142 0.00016304
35 143 0.000251971
247 143 0.000207506
545 144 0.000251971
546 144 0.000207506
656 145 0.000237149
554 145 0.00016304
1181 145 5.92874e-05
8 146 0.000237149
728 146 0.000192684
1061 146 1.48218e-05
332 147 0.000296437
38 147 0.000148218
1064 148 0.000237149
904 148 0.000192684
114 149 0.000251971
847 149 0.000177862
971 150 0.000251971
1003 150 0.00016304
1030 151 0.000222328
1123 151 0.000192684
566 152 0.000207506
163 152 0.000192684
548 153 0.000192684
547 153 7.41092e-05
895 153 5.92874e-05
1185 153 5.92874e-05
1083 154 0.000192684
855 154 0.000177862
550 155 0.000192684
1167 155 0.000177862
409 156 0.000177862
448 156 0.000177862
154 157 0.000177862
155 157 5.92874e-05
1088 157 5.92874e-05
1111 157 5.92874e-05
981 158 0.000177862
983 158 0.00016304
1133 159 0.000177862
224 159 0.000148218
347 160 0.00016304
821 160 0.00016304
1049 161 0.00016304
1080 161 0.000148218
7 162 0.000177862
1140 162 0.000133397
684 163 0.00016304
925 163 0.000133397
1070 164 0.000133397
1086 164 0.000133397
929 165 0.000133397
1028 165 0.000133397
901 166 0.000133397
993 166 0.000118575
842 167 0.000133397
542 167 0.000118575
361 168 0.000118575
1102 168 0.000118575
355 169 0.000118575
601 169 0.000118575
124 170 0.000133397
964 170 0.000103753
951 171 0.000148218
1164 171 8.8931e-05
754 172 0.000148218
753 172 8.8931e-05
696 173 0.00016304
935 173 7.41092e-05
650 174 0.000118575
843 174 0.000103753
428 175 0.000133397
427 175 8.8931e-05
720 176 0.000133397
719 176 8.8931e-05
891 177 0.000133397
571 177 8.8931e-05
544 178 0.000133397
543 178 8.8931e-05
691 179 0.000133397
539 179 8.8931e-05
199 180 0.000133397
1026 180 8.8931e-05
803 181 0.00016304
1169 181 5.92874e-05
937 182 0.000148218
936 182 7.41092e-05
1048 183 0.000148218
305 183 7.41092e-05
751 184 0.000118575
680 184 8.8931e-05
528 185 0.000133397
761 185 7.41092e-05
157 186 0.000118575
240 186 8.8931e-05
1053 187 0.000118575
205 187 7.41092e-05
787 188 0.000118575
899 188 7.41092e-05
897 189 0.000118575
896 189 7.41092e-05
1041 190 0.000118575
763 190 7.41092e-05
749 191 0.000118575
748 191 7.41092e-05
916 192 0.000118575
984 192 7.41092e-05
28 193 0.000118575
1047 193 7.41092e-05
330 194 0.000118575
329 194 7.41092e-05
953 195 0.000118575
1121 195 7.41092e-05
966 196 0.000118575
1168 196 7.41092e-05
968 197 0.000118575
1131 197 7.41092e-05
727 198 0.000118575
726 198 7.41092e-05
563 199 0.000118575
341 199 7.41092e-05
1159 200 0.000118575
1077 200 7.41092e-05
739 201 0.000118575
738 201 5.92874e-05
977 202 0.000118575
976 202 5.92874e-05
700 203 0.000118575
864 203 5.92874e-05
491 204 0.000118575
490 204 5.92874e-05
549 205 0.000118575
934 205 5.92874e-05
1120 206 0.000118575
1119 206 5.92874e-05
411 207 8.8931e-05
412 207 5.92874e-05
963 208 7.41092e-05
1186 208 5.92874e-05
1011 209 7.41092e-05
1100 209 5.92874e-05
